City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
318,galle,6.0367,80.217,26.25,77,69,2.49,LK,1674631359
319,saint pete beach,27.7253,-82.7412,20.07,82,100,1.79,US,1674631359
320,swan river,52.1058,-101.2676,-13.06,85,76,2.06,CA,1674631360
321,guasdualito,7.2424,-70.7324,23.0,64,12,1.43,VE,1674631360
322,codrington,-38.2667,141.9667,20.11,53,96,9.0,AU,1674631361
323,chiredzi,-21.05,31.6667,26.98,55,100,3.76,ZW,1674631361
324,sambava,-14.2667,50.1667,29.37,60,100,1.7,MG,1674631361
325,hobyo,5.3505,48.5268,26.44,60,6,10.08,SO,1674631362
326,mitsamiouli,-11.3847,43.2844,27.79,84,100,7.0,KM,1674631362
327,padang,-0.9492,100.3543,27.67,73,100,1.84,ID,1674631363
328,egvekinot,66.3167,-179.1667,-26.85,85,10,5.72,RU,1674631363
329,mamallapuram,12.6264,80.1722,30.03,57,75,4.7,IN,1674631364
330,port-cartier,50.0334,-66.8654,-13.18,81,0,6.0,CA,1674631364
331,biloela,-24.4167,150.5,32.54,35,58,2.7,AU,1674631364
332,menongue,-14.6585,17.691,18.66,90,96,2.57,AO,1674631365
333,tamiahua,21.2667,-97.45,21.3,96,50,5.21,MX,1674631365
334,kahului,20.8947,-156.47,23.8,88,10,0.45,US,1674631178
335,grand gaube,-20.0064,57.6608,24.1,88,100,1.34,MU,1674631366
336,hvolsvollur,63.7533,-20.2243,-0.09,78,56,5.87,IS,1674631366
337,airai,-8.9266,125.4092,20.39,81,93,1.01,TL,1674631367
338,gualaquiza,-3.4,-78.55,14.32,92,90,0.67,EC,1674631367
339,rio grande,-32.035,-52.0986,21.06,84,1,3.29,BR,1674631368
340,verkhnevilyuysk,63.4453,120.3167,-43.3,100,98,0.88,RU,1674631368
341,hualmay,-11.0964,-77.6139,20.7,87,100,2.32,PE,1674631368
342,datong,40.0936,113.2914,-5.81,17,37,4.25,CN,1674631369
343,evensk,61.95,159.2333,-12.47,69,100,12.33,RU,1674631369
344,atambua,-9.1061,124.8925,26.9,73,100,2.7,ID,1674631369
345,zhelyabovka,45.3988,34.7578,3.17,81,2,2.38,UA,1674631370
346,ryazhsk,53.7038,40.1109,-5.78,87,96,2.28,RU,1674631370
347,oktyabrskoye,43.0645,44.7417,-2.92,80,100,2.0,RU,1674631371
348,jalu,29.0331,21.5482,12.45,55,0,5.89,LY,1674631371
349,aklavik,68.2191,-135.0107,-19.37,92,100,4.98,CA,1674631371
350,kambove,-10.8764,26.5969,18.23,92,99,1.74,CD,1674631372
351,klaksvik,62.2266,-6.589,6.19,83,81,10.59,FO,1674631372
352,yerbogachen,61.2767,108.0108,-28.04,87,100,1.72,RU,1674631372
353,igarapava,-20.0383,-47.7469,20.06,98,100,0.94,BR,1674631373
354,port blair,11.6667,92.75,27.92,63,100,5.96,IN,1674631373
355,sao filipe,14.8961,-24.4956,20.63,70,100,3.33,CV,1674631374
356,varna,43.2167,27.9167,1.08,88,100,5.14,BG,1674631374
357,bilma,18.6853,12.9164,20.53,13,0,3.51,NE,1674631374
358,komsomolskiy,40.4272,71.7189,-2.6,74,100,2.06,UZ,1674631375
359,ceres,37.5949,-120.9577,7.11,91,5,0.92,US,1674631276
360,nchelenge,-9.3451,28.734,22.34,83,100,2.09,ZM,1674631375
361,noyabrsk,63.1994,75.4507,-12.57,95,100,7.7,RU,1674631376
362,manokwari,-0.8667,134.0833,28.44,71,22,2.25,ID,1674631376
363,dossor,47.5272,52.9811,-3.56,63,4,3.22,KZ,1674631377
